5,4
6,3
9,7
11,9
12,39
13,17
15,29
16,114
17,27
18,147
19,61
20,161
21,109
22,293
23,131
24,495
25,221
26,593
27,677
28,1000
29,1084
30,2174
31,2537
32,3221
33,5846
34,8335
35,8189
36,14969
37,29310
38,26721
39,55133
