5,11
6,25
9,69
11,158
12,139
13,356
15,712
16,527
17,1729
18,1046
19,3375
20,2017
21,6516
22,4094
23,13387
24,7302
25,28792
26,13958
27,29603
28,28930
29,35731
30,38147
31,50738
32,54907
33,64793
34,80304
35,96159
36,120272
37,151936
38,176256
39,194176
