1,4
1,3
2,5
2,4
3,7
3,5
3,6
3,5
4,9
4,6
4,7
4,6
4,8
4,6
4,7
4,6
5,11
5,7
5,8
5,7
5,9
5,7
5,8
5,7
5,10
5,7
5,8
5,7
5,9
5,7
5,8
5,7
6,13
6,8
6,9
6,8
6,10
6,8
6,9
6,8
6,11
6,8
6,9
6,8
6,10
6,8
6,9
6,8
6,12
6,8
6,9
6,8
6,10
6,8
6,9
6,8
6,11
6,8
6,9
6,8
6,10
6,8
6,9
6,8
7,15
7,9
7,10
7,9
7,11
7,9
7,10
7,9
7,12
7,9
7,10
7,9
7,11
7,9
7,10
7,9
7,13
7,9
7,10
7,9
7,11
7,9
7,10
7,9
7,12
7,9
7,10
7,9
7,11
7,9
7,10
7,9
7,14
7,9
7,10
7,9
7,11
7,9
7,10
7,9
7,12
7,9
7,10
7,9
7,11
7,9
7,10
7,9
7,13
7,9
7,10
7,9
7,11
7,9
7,10
7,9
7,12
7,9
7,10
7,9
7,11
7,9
7,10
7,9
8,17
8,10
8,11
8,10
8,12
8,10
8,11
8,10
8,13
8,10
8,11
8,10
8,12
8,10
8,11
8,10
8,14
8,10
8,11
8,10
8,12
8,10
8,11
8,10
8,13
8,10
8,11
8,10
8,12
8,10
8,11
8,10
8,15
8,10
8,11
8,10
8,12
8,10
8,11
8,10
8,13
8,10
8,11
8,10
8,12
8,10
8,11
8,10
8,14
8,10
8,11
8,10
8,12
8,10
8,11
8,10
8,13
8,10
8,11
8,10
8,12
8,10
8,11
8,10
8,16
8,10
8,11
8,10
8,12
8,10
8,11
8,10
8,13
8,10
8,11
8,10
8,12
8,10
8,11
8,10
8,14
8,10
8,11
8,10
8,12
8,10
8,11
8,10
8,13
8,10
8,11
8,10
8,12
8,10
8,11
8,10
8,15
8,10
8,11
8,10
8,12
8,10
8,11
8,10
8,13
8,10
8,11
8,10
8,12
8,10
8,11
8,10
8,14
8,10
8,11
8,10
8,12
8,10
8,11
8,10
8,13
8,10
8,11
8,10
8,12
8,10
8,11
8,10
9,19
9,11
9,12
9,11
9,13
9,11
9,12
9,11
9,14
9,11
9,12
9,11
9,13
9,11
9,12
9,11
9,15
9,11
9,12
9,11
9,13
9,11
9,12
9,11
9,14
9,11
9,12
9,11
9,13
9,11
9,12
9,11
9,16
9,11
9,12
9,11
9,13
9,11
9,12
9,11
9,14
9,11
9,12
9,11
9,13
9,11
9,12
9,11
9,15
9,11
9,12
9,11
9,13
9,11
9,12
9,11
9,14
9,11
9,12
9,11
9,13
9,11
9,12
9,11
9,17
9,11
9,12
9,11
9,13
9,11
9,12
9,11
9,14
9,11
9,12
9,11
9,13
9,11
9,12
9,11
9,15
9,11
9,12
9,11
9,13
9,11
9,12
9,11
9,14
9,11
9,12
9,11
9,13
9,11
9,12
9,11
9,16
9,11
9,12
9,11
9,13
9,11
9,12
9,11
9,14
9,11
9,12
9,11
9,13
9,11
9,12
9,11
9,15
9,11
9,12
9,11
9,13
9,11
9,12
9,11
9,14
9,11
9,12
9,11
9,13
9,11
9,12
9,11
9,18
9,11
9,12
9,11
9,13
9,11
9,12
9,11
9,14
9,11
9,12
9,11
9,13
9,11
9,12
9,11
9,15
9,11
9,12
9,11
9,13
9,11
9,12
9,11
9,14
9,11
9,12
9,11
9,13
9,11
9,12
9,11
9,16
9,11
9,12
9,11
9,13
9,11
9,12
9,11
9,14
9,11
9,12
9,11
9,13
9,11
9,12
9,11
9,15
9,11
9,12
9,11
9,13
9,11
9,12
9,11
9,14
9,11
9,12
9,11
9,13
9,11
9,12
9,11
9,17
9,11
9,12
9,11
9,13
9,11
9,12
9,11
9,14
9,11
9,12
9,11
9,13
9,11
9,12
9,11
9,15
9,11
9,12
9,11
9,13
9,11
9,12
9,11
9,14
9,11
9,12
9,11
9,13
9,11
9,12
9,11
9,16
9,11
9,12
9,11
9,13
9,11
9,12
9,11
9,14
9,11
9,12
9,11
9,13
9,11
9,12
9,11
9,15
9,11
9,12
9,11
9,13
9,11
9,12
9,11
9,14
9,11
9,12
9,11
9,13
9,11
9,12
9,11
10,21
10,12
10,13
10,12
10,14
10,12
10,13
10,12
10,15
10,12
10,13
10,12
10,14
10,12
10,13
10,12
10,16
10,12
10,13
10,12
10,14
10,12
10,13
10,12
10,15
10,12
10,13
10,12
10,14
10,12
10,13
10,12
10,17
10,12
10,13
10,12
10,14
10,12
10,13
10,12
10,15
10,12
10,13
10,12
10,14
10,12
10,13
10,12
10,16
10,12
10,13
10,12
10,14
10,12
10,13
10,12
10,15
10,12
10,13
10,12
10,14
10,12
10,13
10,12
10,18
10,12
10,13
10,12
10,14
10,12
10,13
10,12
10,15
10,12
10,13
10,12
10,14
10,12
10,13
10,12
10,16
10,12
10,13
10,12
10,14
10,12
10,13
10,12
10,15
10,12
10,13
10,12
10,14
10,12
10,13
10,12
10,17
10,12
10,13
10,12
10,14
10,12
10,13
10,12
10,15
10,12
10,13
10,12
10,14
10,12
10,13
10,12
10,16
10,12
10,13
10,12
10,14
10,12
10,13
10,12
10,15
10,12
10,13
10,12
10,14
10,12
10,13
10,12
10,19
10,12
10,13
10,12
10,14
10,12
10,13
10,12
10,15
10,12
10,13
10,12
10,14
10,12
10,13
10,12
10,16
10,12
10,13
10,12
10,14
10,12
10,13
10,12
10,15
10,12
10,13
10,12
10,14
10,12
10,13
10,12
10,17
10,12
10,13
10,12
10,14
10,12
10,13
10,12
10,15
10,12
10,13
10,12
10,14
10,12
10,13
10,12
10,16
10,12
10,13
10,12
10,14
10,12
10,13
10,12
10,15
10,12
10,13
10,12
10,14
10,12
10,13
10,12
10,18
10,12
10,13
10,12
10,14
10,12
10,13
10,12
10,15
10,12
10,13
10,12
10,14
10,12
10,13
10,12
10,16
10,12
10,13
10,12
10,14
10,12
10,13
10,12
10,15
10,12
10,13
10,12
10,14
10,12
10,13
10,12
10,17
10,12
10,13
10,12
10,14
10,12
10,13
10,12
10,15
10,12
10,13
10,12
10,14
10,12
10,13
10,12
10,16
10,12
10,13
10,12
10,14
10,12
10,13
10,12
10,15
10,12
10,13
10,12
10,14
10,12
10,13
10,12
10,20
10,12
10,13
10,12
10,14
10,12
10,13
10,12
10,15
10,12
10,13
10,12
10,14
10,12
10,13
10,12
10,16
10,12
10,13
10,12
10,14
10,12
10,13
10,12
10,15
10,12
10,13
10,12
10,14
10,12
10,13
10,12
10,17
10,12
10,13
10,12
10,14
10,12
10,13
10,12
10,15
10,12
10,13
10,12
10,14
10,12
10,13
10,12
10,16
10,12
10,13
10,12
10,14
10,12
10,13
10,12
10,15
10,12
10,13
10,12
10,14
10,12
10,13
10,12
10,18
10,12
10,13
10,12
10,14
10,12
10,13
10,12
10,15
10,12
10,13
10,12
10,14
10,12
10,13
10,12
10,16
10,12
10,13
10,12
10,14
10,12
10,13
10,12
10,15
10,12
10,13
10,12
10,14
10,12
10,13
10,12
10,17
10,12
10,13
10,12
10,14
10,12
10,13
10,12
10,15
10,12
10,13
10,12
10,14
10,12
10,13
10,12
10,16
10,12
10,13
10,12
10,14
10,12
10,13
10,12
10,15
10,12
10,13
10,12
10,14
10,12
10,13
10,12
10,19
10,12
10,13
10,12
10,14
10,12
10,13
10,12
10,15
10,12
10,13
10,12
10,14
10,12
10,13
10,12
10,16
10,12
10,13
10,12
10,14
10,12
10,13
10,12
10,15
10,12
10,13
10,12
10,14
10,12
10,13
10,12
10,17
10,12
10,13
10,12
10,14
10,12
10,13
10,12
10,15
10,12
10,13
10,12
10,14
10,12
10,13
10,12
10,16
10,12
10,13
10,12
10,14
10,12
10,13
10,12
10,15
10,12
10,13
10,12
10,14
10,12
10,13
10,12
10,18
10,12
10,13
10,12
10,14
10,12
10,13
10,12
10,15
10,12
10,13
10,12
10,14
10,12
10,13
10,12
10,16
10,12
10,13
10,12
10,14
10,12
10,13
10,12
10,15
10,12
10,13
10,12
10,14
10,12
10,13
10,12
10,17
10,12
10,13
10,12
10,14
10,12
10,13
10,12
10,15
10,12
10,13
10,12
10,14
10,12
10,13
10,12
10,16
10,12
10,13
10,12
10,14
10,12
10,13
10,12
10,15
10,12
10,13
10,12
10,14
10,12
10,13
10,12
11,23
11,13
11,14
11,13
11,15
11,13
11,14
11,13
11,16
11,13
11,14
11,13
11,15
11,13
11,14
11,13
11,17
11,13
11,14
11,13
11,15
11,13
11,14
11,13
11,16
11,13
11,14
11,13
11,15
11,13
11,14
11,13
11,18
11,13
11,14
11,13
11,15
11,13
11,14
11,13
11,16
11,13
11,14
11,13
11,15
11,13
11,14
11,13
11,17
11,13
11,14
11,13
11,15
11,13
11,14
11,13
11,16
11,13
11,14
11,13
11,15
11,13
11,14
11,13
11,19
11,13
11,14
11,13
11,15
11,13
11,14
11,13
11,16
11,13
11,14
11,13
11,15
11,13
11,14
11,13
11,17
