5,6
5,12
9,56
11,134
13,268
13,408
15,660
15,892
17,1296
17,1632
17,2012
17,2428
19,3184
19,3730
19,4326
19,4962
21,6164
21,6952
21,7792
21,8676
21,9616
21,10594
21,11628
23,13772
23,14996
23,16264
23,17592
23,18966
23,20402
23,21880
23,23416
23,25000
25,28696
25,30512
25,32388
25,34316
25,36308
25,38346
25,40448
25,42600
25,44820
25,47084
25,49406
25,51784
25,54224
25,56710
27,63502
27,66290
27,69144
27,72048
5,16
6,25
9,70
11,152
13,286
13,428
15,680
15,914
17,1318
17,1656
17,2034
17,2452
19,3208
19,3756
19,4350
19,4988
21,6190
21,6980
21,7818
21,8704
21,9642
21,10622
21,11654
23,13802
23,15024
23,16294
23,17620
23,18996
23,20430
23,21910
23,23444
23,25030
25,28726
25,30544
25,32418
25,34348
25,36338
25,38378
25,40478
25,42632
25,44850
25,47116
25,49436
25,51816
25,54254
25,56742
27,63534
27,66324
27,69176
27,72082
9,72
9,78
12,139
13,222
15,364
15,504
17,766
17,996
19,1408
19,1744
19,2126
19,2540
21,3304
21,3850
21,4448
21,5082
23,6292
23,7080
23,7922
23,8804
23,9744
23,10722
23,11758
25,13908
25,15132
25,16400
25,17730
25,19102
25,20538
25,22016
25,23554
25,25136
27,28840
27,30656
27,32534
27,34460
27,36452
27,38490
27,40594
27,42744
27,44964
27,47228
27,49552
27,51928
27,54368
27,56854
29,63656
29,66442
29,69296
29,72200
11,170
11,178
13,254
15,354
16,501
17,648
18,911
18,1145
20,1565
20,1903
20,2281
21,2708
22,3471
22,4021
22,4613
22,5251
24,6469
24,7259
24,8097
24,8985
24,9921
24,10907
24,11933
26,14097
26,15319
26,16589
26,17915
26,19295
26,20725
26,22207
26,23739
26,25325
28,29037
28,30855
28,32729
28,34661
28,36649
28,38693
28,40789
28,42943
28,45161
28,47427
28,49747
28,52133
28,54565
28,57055
30,63861
30,66651
30,69503
30,72409
13,332
13,338
15,444
16,553
18,721
18,861
19,1142
20,1379
21,1810
21,2148
21,2526
22,2949
23,3732
23,4276
23,4872
23,5508
25,6742
25,7530
25,8370
25,9254
25,10196
25,11176
25,12206
27,14384
27,15606
27,16880
